"relative_path","bytes","last_write_time"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\147_old_third_no64_meta_stack_qkvb107_plus_siglipL146_20260524\no64_meta_stack_cv_report.json","52509","2026-05-25T01:30:48"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\147_old_third_no64_meta_stack_qkvb107_plus_siglipL146_20260524\no64_meta_stack_cv_summary.csv","149800","2026-05-25T01:30:47"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\147_old_third_no64_meta_stack_qkvb107_plus_siglipL146_20260524\no64_meta_stack_cv_summary.partial.csv","149800","2026-05-25T01:30:47"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\148_old_third_siglipSO400M378_wpc_feature_cv_20260524\dinov3_feature_cv_report.json","17673","2026-05-25T01:38:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\148_old_third_siglipSO400M378_wpc_feature_cv_20260524\dinov3_feature_cv_summary.csv","87273","2026-05-25T01:38:38"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\cv_fold_summary.csv","520","2026-05-25T01:57:14"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_1\test_metrics.csv","722","2026-05-25T01:48:05"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_1\val_metrics.csv","754","2026-05-25T01:48:04"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_2\test_metrics.csv","706","2026-05-25T01:50:18"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_2\val_metrics.csv","750","2026-05-25T01:50:18"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_3\test_metrics.csv","757","2026-05-25T01:51:53"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_3\val_metrics.csv","754","2026-05-25T01:51:53"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_4\test_metrics.csv","754","2026-05-25T01:53:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_4\val_metrics.csv","750","2026-05-25T01:53:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_5\test_metrics.csv","758","2026-05-25T01:57:14"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\fold_5\val_metrics.csv","754","2026-05-25T01:57:14"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\oof_domain_metrics_mean.csv","1311","2026-05-25T01:57:15"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524\oof_metrics.csv","777","2026-05-25T01:57:15"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\150_old_third_no64_meta_stack_qkvb107_plus_stylelight149_20260524\no64_meta_stack_cv_report.json","52928","2026-05-25T02:00:59"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\150_old_third_no64_meta_stack_qkvb107_plus_stylelight149_20260524\no64_meta_stack_cv_summary.csv","149969","2026-05-25T02:00:57"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\150_old_third_no64_meta_stack_qkvb107_plus_stylelight149_20260524\no64_meta_stack_cv_summary.partial.csv","149969","2026-05-25T02:00:57"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\151_old_third_no64_meta_stack_qkvb107_convnext140_plus_dinopca_20260524\no64_meta_stack_cv_report.json","52389","2026-05-25T02:10:11"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\151_old_third_no64_meta_stack_qkvb107_convnext140_plus_dinopca_20260524\no64_meta_stack_cv_summary.csv","447687","2026-05-25T02:10:09"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\151_old_third_no64_meta_stack_qkvb107_convnext140_plus_dinopca_20260524\no64_meta_stack_cv_summary.partial.csv","447687","2026-05-25T02:10:09"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\152_smoke_dinov3_vitl16_qkvb_whole352_full_vlowlr_20260524\fold_1\test_metrics.csv","310","2026-05-25T02:10:54"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\152_smoke_dinov3_vitl16_qkvb_whole352_full_vlowlr_20260524\fold_1\val_metrics.csv","306","2026-05-25T02:10:54"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\153_fold1_dinov3_vitl16_qkvb_whole352_full_vlowlr_20260524\fold_1\test_metrics.csv","758","2026-05-25T02:15:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\153_fold1_dinov3_vitl16_qkvb_whole352_full_vlowlr_20260524\fold_1\val_metrics.csv","750","2026-05-25T02:15:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\cv_fold_summary.csv","532","2026-05-25T02:32:10"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_1\test_metrics.csv","758","2026-05-25T02:20:31"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_1\val_metrics.csv","750","2026-05-25T02:20:31"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_2\test_metrics.csv","702","2026-05-25T02:22:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_2\val_metrics.csv","691","2026-05-25T02:22:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_3\test_metrics.csv","758","2026-05-25T02:26:18"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_3\val_metrics.csv","754","2026-05-25T02:26:18"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_4\test_metrics.csv","754","2026-05-25T02:28:33"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_4\val_metrics.csv","694","2026-05-25T02:28:33"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_5\test_metrics.csv","758","2026-05-25T02:32:10"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\fold_5\val_metrics.csv","646","2026-05-25T02:32:09"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\oof_domain_metrics_mean.csv","1276","2026-05-25T02:32:10"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524\oof_metrics.csv","785","2026-05-25T02:32:10"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\155_old_third_no64_meta_stack_plus_qkvbfull154_20260524\no64_meta_stack_cv_report.json","53001","2026-05-25T02:35:59"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\155_old_third_no64_meta_stack_plus_qkvbfull154_20260524\no64_meta_stack_cv_summary.csv","149241","2026-05-25T02:35:58"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\155_old_third_no64_meta_stack_plus_qkvbfull154_20260524\no64_meta_stack_cv_summary.partial.csv","149241","2026-05-25T02:35:58"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\156_old_third_no64_meta_stack_qkvb107_plus_qkvbfull154_20260524\no64_meta_stack_cv_report.json","53257","2026-05-25T02:38:52"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\156_old_third_no64_meta_stack_qkvb107_plus_qkvbfull154_20260524\no64_meta_stack_cv_summary.csv","149873","2026-05-25T02:38:51"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\156_old_third_no64_meta_stack_qkvb107_plus_qkvbfull154_20260524\no64_meta_stack_cv_summary.partial.csv","149873","2026-05-25T02:38:51"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\157_old_third_no64_meta_stack_qkvb107_convnext140_qkvbfull154_20260524\no64_meta_stack_cv_report.json","52984","2026-05-25T02:43:51"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\157_old_third_no64_meta_stack_qkvb107_convnext140_qkvbfull154_20260524\no64_meta_stack_cv_summary.csv","149800","2026-05-25T02:43:50"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\157_old_third_no64_meta_stack_qkvb107_convnext140_qkvbfull154_20260524\no64_meta_stack_cv_summary.partial.csv","149800","2026-05-25T02:43:50"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\158_old_third_eva02L336_token_wpc_feature_cv_20260524\dinov3_feature_cv_report.json","17202","2026-05-25T02:55:59"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\158_old_third_eva02L336_token_wpc_feature_cv_20260524\dinov3_feature_cv_summary.csv","87565","2026-05-25T02:55:57"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\159_fold1_dinov3_vitl16_qkvb_task7_wpc352_token_lastblock_lowlr_20260524\fold_1\test_metrics.csv","710","2026-05-25T03:07:58"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\159_fold1_dinov3_vitl16_qkvb_task7_wpc352_token_lastblock_lowlr_20260524\fold_1\val_metrics.csv","702","2026-05-25T03:07:58"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\160_fold1_dinov3_vitl16_qkvb_task7_whole352_domainlabel_sampler_20260524\fold_1\test_metrics.csv","758","2026-05-25T03:13:52"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\160_fold1_dinov3_vitl16_qkvb_task7_whole352_domainlabel_sampler_20260524\fold_1\val_metrics.csv","754","2026-05-25T03:13:52"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\161_old_third_no64_meta_stack_dinov3vitl448tta103_qkvb107_20260524\no64_meta_stack_cv_report.json","52909","2026-05-25T03:19:17"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\161_old_third_no64_meta_stack_dinov3vitl448tta103_qkvb107_20260524\no64_meta_stack_cv_summary.csv","150682","2026-05-25T03:19:16"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\161_old_third_no64_meta_stack_dinov3vitl448tta103_qkvb107_20260524\no64_meta_stack_cv_summary.partial.csv","150682","2026-05-25T03:19:15"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\162_dev_blend_meta104_meta108_20260524\dev_blend_summary.csv","305453","2026-05-25T03:36:11"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\166_dinov3_vitl16_qkvb_task7_whole352_tta7_rot_oof_20260524\oof_metrics.csv","277","2026-05-25T03:35:54"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\167_old_third_no64_meta_stack_plus_qkvb_tta7rot166_20260524\no64_meta_stack_cv_report.json","52814","2026-05-25T03:40:02"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\167_old_third_no64_meta_stack_plus_qkvb_tta7rot166_20260524\no64_meta_stack_cv_summary.csv","150864","2026-05-25T03:40:01"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\167_old_third_no64_meta_stack_plus_qkvb_tta7rot166_20260524\no64_meta_stack_cv_summary.partial.csv","150864","2026-05-25T03:40:01"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\cv_fold_summary.csv","530","2026-05-25T03:58:12"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_1\test_metrics.csv","758","2026-05-25T03:45:15"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_1\val_metrics.csv","747","2026-05-25T03:45:15"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_2\test_metrics.csv","758","2026-05-25T03:48:47"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_2\val_metrics.csv","754","2026-05-25T03:48:47"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_3\test_metrics.csv","689","2026-05-25T03:51:41"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_3\val_metrics.csv","698","2026-05-25T03:51:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_4\test_metrics.csv","694","2026-05-25T03:54:34"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_4\val_metrics.csv","754","2026-05-25T03:54:34"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_5\test_metrics.csv","758","2026-05-25T03:58:12"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\fold_5\val_metrics.csv","750","2026-05-25T03:58:12"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\oof_domain_metrics_mean.csv","1278","2026-05-25T03:58:13"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524\oof_metrics.csv","789","2026-05-25T03:58:13"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\169_old_third_no64_meta_stack_plus_qkvb_seed168_20260524\no64_meta_stack_cv_report.json","53077","2026-05-25T04:03:42"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\169_old_third_no64_meta_stack_plus_qkvb_seed168_20260524\no64_meta_stack_cv_summary.csv","150487","2026-05-25T04:03:41"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\169_old_third_no64_meta_stack_plus_qkvb_seed168_20260524\no64_meta_stack_cv_summary.partial.csv","150487","2026-05-25T04:03:41"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\170_old_third_no64_meta_stack_qkvb107_plus_seed168_20260524\no64_meta_stack_cv_report.json","53101","2026-05-25T04:06:35"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\170_old_third_no64_meta_stack_qkvb107_plus_seed168_20260524\no64_meta_stack_cv_summary.csv","150908","2026-05-25T04:06:34"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\170_old_third_no64_meta_stack_qkvb107_plus_seed168_20260524\no64_meta_stack_cv_summary.partial.csv","150908","2026-05-25T04:06:34"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\cv_fold_summary.csv","516","2026-05-25T20:53:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_1\test_metrics.csv","702","2026-05-25T20:38:10"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_1\val_metrics.csv","754","2026-05-25T20:38:10"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_2\test_metrics.csv","698","2026-05-25T20:42:42"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_2\val_metrics.csv","694","2026-05-25T20:42:41"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_3\test_metrics.csv","754","2026-05-25T20:45:01"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_3\val_metrics.csv","744","2026-05-25T20:45:01"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_4\test_metrics.csv","751","2026-05-25T20:49:06"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_4\val_metrics.csv","746","2026-05-25T20:49:06"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_5\test_metrics.csv","758","2026-05-25T20:53:39"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\fold_5\val_metrics.csv","526","2026-05-25T20:53:39"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\oof_domain_metrics_mean.csv","1305","2026-05-25T20:53:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\171_dinov3_vitl16_qkvb_task7_whole352_externalmimic_lastblock_5fold_20260525\oof_metrics.csv","789","2026-05-25T20:53:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\173_dinov3_qkvb_externalmimic_tta4_oof_20260525\oof_metrics.csv","278","2026-05-25T21:10:47"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\174_old_third_no64_meta_stack_plus_externalmimic173_20260525\no64_meta_stack_cv_report.json","48635","2026-05-25T21:12:25"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\174_old_third_no64_meta_stack_plus_externalmimic173_20260525\no64_meta_stack_cv_summary.csv","14890","2026-05-25T21:12:25"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\174_old_third_no64_meta_stack_plus_externalmimic173_20260525\no64_meta_stack_cv_summary.partial.csv","14890","2026-05-25T21:12:25"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\176_grosspath_rc_dinov3l16_wpc_domainrobust_soft_20260527\fold_1\test_metrics.csv","754","2026-05-27T15:40:48"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\176_grosspath_rc_dinov3l16_wpc_domainrobust_soft_20260527\fold_1\val_metrics.csv","750","2026-05-27T15:40:48"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\176_grosspath_rc_dinov3l16_wpc_domainrobust_soft_20260527\fold_2\test_metrics.csv","758","2026-05-27T16:02:50"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\176_grosspath_rc_dinov3l16_wpc_domainrobust_soft_20260527\fold_2\val_metrics.csv","754","2026-05-27T16:02:49"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\25_no64_adapt_tuned_overlay_20260522\adapt_tuned_overlay_report.json","7579","2026-05-23T17:04:16"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_2\test_metrics.csv","754","2026-05-22T03:04:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_2\val_metrics.csv","714","2026-05-22T03:04:40"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_3\test_metrics.csv","710","2026-05-22T03:56:20"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_3\val_metrics.csv","750","2026-05-22T03:56:20"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_4\test_metrics.csv","754","2026-05-22T05:15:56"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_4\val_metrics.csv","746","2026-05-22T05:15:56"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_5\test_metrics.csv","757","2026-05-22T06:03:37"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\30_adapt72_highfocus_vitb14_crop_finetune_full_oof_20260522\fold_5\val_metrics.csv","739","2026-05-22T06:03:37"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\31_crop_finetune_full_oof_summary_majority_vote_20260522\crop_finetune_full_oof_report.json","4804","2026-05-22T06:04:47"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\31_crop_finetune_full_oof_summary_majority_vote_20260522\crop_finetune_full_oof_subtype_metrics.csv","675","2026-05-22T06:04:46"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\31_crop_finetune_full_oof_summary_max_prob_20260522\crop_finetune_full_oof_report.json","4739","2026-05-22T06:04:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\31_crop_finetune_full_oof_summary_max_prob_20260522\crop_finetune_full_oof_subtype_metrics.csv","660","2026-05-22T06:04:44"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\31_crop_finetune_full_oof_summary_mean_20260522\crop_finetune_full_oof_report.json","4735","2026-05-22T06:04:42"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\31_crop_finetune_full_oof_summary_mean_20260522\crop_finetune_full_oof_subtype_metrics.csv","660","2026-05-22T06:04:42"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_1\test_metrics.csv","710","2026-05-22T13:40:19"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_1\val_metrics.csv","750","2026-05-22T13:40:19"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_2\test_metrics.csv","751","2026-05-22T14:04:22"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_2\val_metrics.csv","586","2026-05-22T14:04:22"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_3\test_metrics.csv","642","2026-05-22T14:33:38"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_3\val_metrics.csv","698","2026-05-22T14:33:38"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_4\test_metrics.csv","669","2026-05-22T15:09:53"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_4\val_metrics.csv","698","2026-05-22T15:09:52"
"04_server_snapshot\outputs\batch1_batch2_task567_20260514\task7_adaptation_runs\35_adapt72_norep_vitb14_crop_lastblock_20260522\fold_5\test_metrics.csv","698","2026-05-22T15:36:43"
