n,base_accuracy,base_balanced_accuracy,base_auc,stage1_accept_n,stage1_accept_rate,stage2_accept_n,stage2_accept_rate,reject_n,reject_rate,automated_n,automated_rate,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,stage1_n,stage1_accuracy,stage1_balanced_accuracy,stage1_f1,stage1_sensitivity_high,stage1_specificity_low,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage1_auc,stage2_n,stage2_accuracy,stage2_balanced_accuracy,stage2_f1,stage2_sensitivity_high,stage2_specificity_low,stage2_tn,stage2_fp,stage2_fn,stage2_tp,stage2_auc,automated_accuracy,automated_balanced_accuracy,automated_f1,automated_sensitivity_high,automated_specificity_low,automated_tn,automated_fp,automated_fn,automated_tp,automated_auc,system_if_reject_corrected_n,system_if_reject_corrected_accuracy,system_if_reject_corrected_balanced_accuracy,system_if_reject_corrected_f1,system_if_reject_corrected_sensitivity_high,system_if_reject_corrected_specificity_low,system_if_reject_corrected_tn,system_if_reject_corrected_fp,system_if_reject_corrected_fn,system_if_reject_corrected_tp,system_if_reject_corrected_auc,base_candidate,base_objective,target_accept_acc,gate,corrector,corrector_conf_min,include_quality,scope,fold_thresholds_json,external_base_threshold,external_base_selection_score
591,78.00%,76.68%,86.00%,460,77.83%,59,9.98%,72,12.18%,519,87.82%,34,5,16,18,1,4,460,88.26%,85.94%,0.8291139240506329,0.7705882352941177,0.9482758620689655,275,15,39,131,0.9081135902636917,59,89.83%,90.77%,0.8846153846153846,0.9583333333333334,0.8571428571428571,30,5,1,23,0.8904761904761904,88.44%,86.61%,0.8369565217391305,0.7938144329896907,0.9384615384615385,305,20,40,154,0.9100872323552737,591,89.85%,88.31%,0.8591549295774648,0.820627802690583,0.9456521739130435,348,20,40,183,0.8898177032559954,prob_mean_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.4067659227976963, ""train_accept_n"": 370, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.37953727325890535, ""train_accept_n"": 360, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.3460804992305204, ""train_accept_n"": 383, ""train_accept_acc"": 0.9007832898172323}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.41380446571040125, ""train_accept_n"": 356, ""train_accept_acc"": 0.901685393258427}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.4448174992627413, ""train_accept_n"": 347, ""train_accept_acc"": 0.9020172910662824}]",,
591,78.00%,76.68%,86.00%,460,77.83%,61,10.32%,70,11.84%,521,88.16%,34,5,16,18,1,4,460,88.26%,85.94%,0.8291139240506329,0.7705882352941177,0.9482758620689655,275,15,39,131,0.9081135902636917,61,88.52%,89.93%,0.8627450980392157,0.9565217391304348,0.8421052631578947,32,6,1,22,0.8924485125858124,88.29%,86.44%,0.8337874659400545,0.7927461139896373,0.9359756097560976,307,21,40,153,0.9085997725262227,591,89.68%,88.18%,0.8571428571428571,0.820627802690583,0.9429347826086957,347,21,40,183,0.8889281536361865,prob_mean_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.4067659227976963, ""train_accept_n"": 370, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.37953727325890535, ""train_accept_n"": 360, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.34608049923051604, ""train_accept_n"": 383, ""train_accept_acc"": 0.9007832898172323}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.4138044657104113, ""train_accept_n"": 356, ""train_accept_acc"": 0.901685393258427}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.44481749926268627, ""train_accept_n"": 347, ""train_accept_acc"": 0.9020172910662824}]",,
591,80.71%,79.30%,87.48%,356,60.24%,180,30.46%,55,9.31%,536,90.69%,22,6,15,7,1,5,356,90.17%,89.30%,0.8727272727272727,0.851063829787234,0.9348837209302325,201,14,21,120,0.9332013854527461,180,84.44%,82.17%,0.7704918032786885,0.746031746031746,0.8974358974358975,105,12,16,47,0.8207841541174875,88.25%,87.02%,0.8413098236775819,0.8186274509803921,0.9216867469879518,306,26,37,167,0.9027580911882825,591,89.34%,88.17%,0.8551724137931035,0.8340807174887892,0.9293478260869565,342,26,37,186,0.8923035679469682,robust_prob,balanced_accuracy,0.9,base_conf,corr_extra,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8124293785310734, ""threshold"": 0.6508422790462138, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 2, ""base_threshold"": 0.57, ""base_selection_score"": 0.7991107057348079, ""threshold"": 0.6522689901181483, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 3, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8168395849960095, ""threshold"": 0.6597392025456115, ""train_accept_n"": 292, ""train_accept_acc"": 0.9006849315068494}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.8042127465511344, ""threshold"": 0.6574600983635296, ""train_accept_n"": 295, ""train_accept_acc"": 0.9016949152542373}, {""fold_id"": 5, ""base_threshold"": 0.4749999999999999, ""base_selection_score"": 0.7943248904970481, ""threshold"": 0.6920803983339737, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}]",,
591,80.71%,79.30%,87.48%,356,60.24%,178,30.12%,57,9.64%,534,90.36%,21,6,14,7,1,5,356,90.17%,89.30%,0.8727272727272727,0.851063829787234,0.9348837209302325,201,14,21,120,0.9332013854527461,178,84.27%,81.92%,0.7666666666666667,0.7419354838709677,0.896551724137931,104,12,16,46,0.8168798665183538,88.20%,86.96%,0.8405063291139241,0.8177339901477833,0.9214501510574018,305,26,37,166,0.902579137707797,591,89.34%,88.17%,0.8551724137931035,0.8340807174887892,0.9293478260869565,342,26,37,186,0.8916089881068434,robust_prob,balanced_accuracy,0.9,base_conf,corr_extra,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8124293785310734, ""threshold"": 0.6508422790462138, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 2, ""base_threshold"": 0.57, ""base_selection_score"": 0.7991107057348079, ""threshold"": 0.6522689901181483, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 3, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8168395849960095, ""threshold"": 0.6597392025456115, ""train_accept_n"": 292, ""train_accept_acc"": 0.9006849315068494}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.8042127465511344, ""threshold"": 0.6574600983635296, ""train_accept_n"": 295, ""train_accept_acc"": 0.9016949152542373}, {""fold_id"": 5, ""base_threshold"": 0.4749999999999999, ""base_selection_score"": 0.7943248904970481, ""threshold"": 0.6920803983339737, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}]",,
591,86.63%,85.38%,90.37%,515,87.14%,27,4.57%,49,8.29%,542,91.71%,0,0,0,0,0,0,515,88.74%,86.75%,0.8361581920903954,0.7956989247311828,0.939209726443769,309,20,38,148,0.9100075170768376,27,85.19%,84.89%,0.8666666666666667,0.9285714285714286,0.7692307692307693,10,3,1,13,0.7362637362637362,88.56%,86.89%,0.8385416666666666,0.805,0.9327485380116959,319,23,39,161,0.9082894736842105,591,89.51%,88.13%,0.8558139534883721,0.8251121076233184,0.9375,345,23,39,184,0.9046719633456815,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.25629218681011906, ""train_accept_n"": 426, ""train_accept_acc"": 0.9014084507042254}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.26393839833124116, ""train_accept_n"": 411, ""train_accept_acc"": 0.9002433090024331}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.2395769956126662, ""train_accept_n"": 430, ""train_accept_acc"": 0.9}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.31933859020220295, ""train_accept_n"": 402, ""train_accept_acc"": 0.900497512437811}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.3362888723403645, ""train_accept_n"": 397, ""train_accept_acc"": 0.9017632241813602}]",,
591,86.63%,85.38%,90.37%,515,87.14%,29,4.91%,47,7.95%,544,92.05%,0,0,0,0,0,0,515,88.74%,86.75%,0.8361581920903954,0.7956989247311828,0.939209726443769,309,20,38,148,0.9100075170768376,29,82.76%,83.10%,0.8387096774193549,0.9285714285714286,0.7333333333333333,11,4,1,13,0.7714285714285716,88.42%,86.76%,0.8363636363636363,0.805,0.9302325581395349,320,24,39,161,0.9078633720930233,591,89.34%,87.99%,0.8538283062645011,0.8251121076233184,0.9347826086956522,344,24,39,184,0.904745077013063,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.25629218681011945, ""train_accept_n"": 426, ""train_accept_acc"": 0.9014084507042254}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.26393839833124094, ""train_accept_n"": 411, ""train_accept_acc"": 0.9002433090024331}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.23957699561265627, ""train_accept_n"": 430, ""train_accept_acc"": 0.9}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.31933859020219885, ""train_accept_n"": 402, ""train_accept_acc"": 0.900497512437811}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.3362888723407052, ""train_accept_n"": 397, ""train_accept_acc"": 0.9017632241813602}]",,
591,80.71%,79.30%,87.48%,356,60.24%,193,32.66%,42,7.11%,549,92.89%,34,11,15,19,3,8,356,90.17%,89.30%,0.8727272727272727,0.851063829787234,0.9348837209302325,201,14,21,120,0.9332013854527461,193,83.42%,81.50%,0.7611940298507462,0.75,0.88,110,15,17,51,0.7972941176470589,87.80%,86.64%,0.8361858190709046,0.8181818181818182,0.9147058823529411,311,29,38,171,0.8801294680551647,591,88.66%,87.54%,0.8466819221967964,0.8295964125560538,0.9211956521739131,339,29,38,185,0.8750609280561513,robust_prob,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8124293785310734, ""threshold"": 0.6508422790462138, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 2, ""base_threshold"": 0.57, ""base_selection_score"": 0.7991107057348079, ""threshold"": 0.6522689901181483, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 3, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8168395849960095, ""threshold"": 0.6597392025456115, ""train_accept_n"": 292, ""train_accept_acc"": 0.9006849315068494}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.8042127465511344, ""threshold"": 0.6574600983635296, ""train_accept_n"": 295, ""train_accept_acc"": 0.9016949152542373}, {""fold_id"": 5, ""base_threshold"": 0.4749999999999999, ""base_selection_score"": 0.7943248904970481, ""threshold"": 0.6920803983339737, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}]",,
591,80.71%,79.30%,87.48%,356,60.24%,193,32.66%,42,7.11%,549,92.89%,34,11,15,19,3,8,356,90.17%,89.30%,0.8727272727272727,0.851063829787234,0.9348837209302325,201,14,21,120,0.9332013854527461,193,83.42%,81.50%,0.7611940298507462,0.75,0.88,110,15,17,51,0.7972941176470589,87.80%,86.64%,0.8361858190709046,0.8181818181818182,0.9147058823529411,311,29,38,171,0.8801294680551647,591,88.66%,87.54%,0.8466819221967964,0.8295964125560538,0.9211956521739131,339,29,38,185,0.8750609280561513,robust_prob,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8124293785310734, ""threshold"": 0.6508422790462138, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 2, ""base_threshold"": 0.57, ""base_selection_score"": 0.7991107057348079, ""threshold"": 0.6522689901181483, ""train_accept_n"": 301, ""train_accept_acc"": 0.9003322259136213}, {""fold_id"": 3, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8168395849960095, ""threshold"": 0.6597392025456115, ""train_accept_n"": 292, ""train_accept_acc"": 0.9006849315068494}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.8042127465511344, ""threshold"": 0.6574600983635296, ""train_accept_n"": 295, ""train_accept_acc"": 0.9016949152542373}, {""fold_id"": 5, ""base_threshold"": 0.4749999999999999, ""base_selection_score"": 0.7943248904970481, ""threshold"": 0.6920803983339737, ""train_accept_n"": 252, ""train_accept_acc"": 0.9007936507936508}]",,
591,85.79%,84.70%,89.17%,411,69.54%,136,23.01%,44,7.45%,547,92.55%,4,1,4,0,0,1,411,89.54%,89.22%,0.8802228412256268,0.8633879781420765,0.9210526315789473,210,18,25,158,0.9220592464768478,136,80.88%,76.68%,0.6285714285714286,0.6875,0.8461538461538461,88,16,10,22,0.7866586538461539,87.39%,86.74%,0.8391608391608392,0.8372093023255814,0.8975903614457831,298,34,35,180,0.8988792378817596,591,88.32%,87.53%,0.8449438202247191,0.8430493273542601,0.907608695652174,334,34,35,188,0.8925229089491129,stack_logreg_c03_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.7692274575276645, ""train_accept_n"": 392, ""train_accept_acc"": 0.9005102040816326}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.8137055488602015, ""train_accept_n"": 331, ""train_accept_acc"": 0.9003021148036254}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.8067374663431786, ""train_accept_n"": 336, ""train_accept_acc"": 0.9017857142857143}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.8342405724156584, ""train_accept_n"": 313, ""train_accept_acc"": 0.9009584664536742}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.8556143332622523, ""train_accept_n"": 273, ""train_accept_acc"": 0.9010989010989011}]",,
591,85.79%,84.70%,89.17%,411,69.54%,136,23.01%,44,7.45%,547,92.55%,4,1,4,0,0,1,411,89.54%,89.22%,0.8802228412256268,0.8633879781420765,0.9210526315789473,210,18,25,158,0.9220592464768478,136,80.88%,76.68%,0.6285714285714286,0.6875,0.8461538461538461,88,16,10,22,0.7866586538461539,87.39%,86.74%,0.8391608391608392,0.8372093023255814,0.8975903614457831,298,34,35,180,0.8988792378817596,591,88.32%,87.53%,0.8449438202247191,0.8430493273542601,0.907608695652174,334,34,35,188,0.8925229089491129,stack_logreg_c03_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.7692274575276645, ""train_accept_n"": 392, ""train_accept_acc"": 0.9005102040816326}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.8137055488602015, ""train_accept_n"": 331, ""train_accept_acc"": 0.9003021148036254}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.8067374663431786, ""train_accept_n"": 336, ""train_accept_acc"": 0.9017857142857143}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.8342405724156584, ""train_accept_n"": 313, ""train_accept_acc"": 0.9009584664536742}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.8556143332622523, ""train_accept_n"": 273, ""train_accept_acc"": 0.9010989010989011}]",,
591,85.79%,84.70%,89.17%,411,69.54%,120,20.30%,60,10.15%,531,89.85%,0,0,0,0,0,0,411,89.54%,89.22%,0.8802228412256268,0.8633879781420765,0.9210526315789473,210,18,25,158,0.9220592464768478,120,77.50%,74.15%,0.5846153846153846,0.6785714285714286,0.8043478260869565,74,18,9,19,0.7573757763975156,86.82%,86.32%,0.8349056603773585,0.8388625592417062,0.8875,284,36,34,177,0.9009626777251185,591,88.16%,87.49%,0.84375,0.8475336322869955,0.9021739130434783,332,36,34,189,0.89238886722558,stack_logreg_c03_multiview,balanced_accuracy,0.9,base_conf,corr_extra,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.7692274575276645, ""train_accept_n"": 392, ""train_accept_acc"": 0.9005102040816326}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.8137055488602015, ""train_accept_n"": 331, ""train_accept_acc"": 0.9003021148036254}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.8067374663431786, ""train_accept_n"": 336, ""train_accept_acc"": 0.9017857142857143}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.8342405724156584, ""train_accept_n"": 313, ""train_accept_acc"": 0.9009584664536742}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.8556143332622523, ""train_accept_n"": 273, ""train_accept_acc"": 0.9010989010989011}]",,
591,86.46%,86.22%,91.76%,531,89.85%,29,4.91%,31,5.25%,560,94.75%,0,3,0,0,3,0,531,89.64%,88.17%,0.8509485094850948,0.8306878306878307,0.9327485380116959,319,23,32,157,0.924788823911631,29,48.28%,45.19%,0.6153846153846154,0.75,0.15384615384615385,2,11,4,12,0.576923076923077,87.50%,86.43%,0.8284313725490197,0.824390243902439,0.9042253521126761,321,34,36,169,0.9174235657849537,591,88.16%,87.31%,0.8423423423423423,0.8385650224215246,0.907608695652174,334,34,36,187,0.912781487619419,stack_gb_d2_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.295, ""base_selection_score"": 0.8751412429378531, ""threshold"": 0.5876899449650225, ""train_accept_n"": 441, ""train_accept_acc"": 0.9002267573696145}, {""fold_id"": 2, ""base_threshold"": 0.295, ""base_selection_score"": 0.8717364040588302, ""threshold"": 0.6340620956811324, ""train_accept_n"": 436, ""train_accept_acc"": 0.9013761467889908}, {""fold_id"": 3, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8762303804203245, ""threshold"": 0.6153679725122926, ""train_accept_n"": 437, ""train_accept_acc"": 0.9016018306636155}, {""fold_id"": 4, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8544920761600729, ""threshold"": 0.7221596110990793, ""train_accept_n"": 413, ""train_accept_acc"": 0.9007263922518159}, {""fold_id"": 5, ""base_threshold"": 0.295, ""base_selection_score"": 0.8557798514568653, ""threshold"": 0.7221596110990793, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}]",,
591,86.46%,86.22%,91.76%,531,89.85%,29,4.91%,31,5.25%,560,94.75%,0,3,0,0,3,0,531,89.64%,88.17%,0.8509485094850948,0.8306878306878307,0.9327485380116959,319,23,32,157,0.924788823911631,29,48.28%,45.19%,0.6153846153846154,0.75,0.15384615384615385,2,11,4,12,0.576923076923077,87.50%,86.43%,0.8284313725490197,0.824390243902439,0.9042253521126761,321,34,36,169,0.9174235657849537,591,88.16%,87.31%,0.8423423423423423,0.8385650224215246,0.907608695652174,334,34,36,187,0.912781487619419,stack_gb_d2_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.295, ""base_selection_score"": 0.8751412429378531, ""threshold"": 0.5876899449650225, ""train_accept_n"": 441, ""train_accept_acc"": 0.9002267573696145}, {""fold_id"": 2, ""base_threshold"": 0.295, ""base_selection_score"": 0.8717364040588302, ""threshold"": 0.6340620956811324, ""train_accept_n"": 436, ""train_accept_acc"": 0.9013761467889908}, {""fold_id"": 3, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8762303804203245, ""threshold"": 0.6153679725122926, ""train_accept_n"": 437, ""train_accept_acc"": 0.9016018306636155}, {""fold_id"": 4, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8544920761600729, ""threshold"": 0.7221596110990793, ""train_accept_n"": 413, ""train_accept_acc"": 0.9007263922518159}, {""fold_id"": 5, ""base_threshold"": 0.295, ""base_selection_score"": 0.8557798514568653, ""threshold"": 0.7221596110990793, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}]",,
591,85.79%,84.70%,89.17%,528,89.34%,28,4.74%,35,5.92%,556,94.08%,1,2,0,1,2,0,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,28,67.86%,67.11%,0.6086956521739131,0.6363636363636364,0.7058823529411765,12,5,4,7,0.7540106951871658,87.95%,86.37%,0.8320802005012531,0.8019323671497585,0.9255014326647565,323,26,41,166,0.8981769860055645,591,88.66%,87.27%,0.8445475638051044,0.8161434977578476,0.9293478260869565,342,26,41,182,0.8947041333593292,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.22101734922974528, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551406, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320200344, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.29403728628758113, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702274, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,85.79%,84.70%,89.17%,528,89.34%,27,4.57%,36,6.09%,555,93.91%,1,2,0,1,2,0,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,27,66.67%,66.19%,0.6086956521739131,0.6363636363636364,0.6875,11,5,4,7,0.7272727272727273,87.93%,86.36%,0.8320802005012531,0.8019323671497585,0.9252873563218391,322,26,41,166,0.898398023210617,591,88.66%,87.27%,0.8445475638051044,0.8161434977578476,0.9293478260869565,342,26,41,182,0.8947772470267108,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.2210173492297453, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551386, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320196825, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.2940372862875795, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702277, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,80.71%,79.30%,87.48%,487,82.40%,49,8.29%,55,9.31%,536,90.69%,32,11,12,20,5,6,487,88.71%,86.40%,0.8338368580060423,0.7796610169491526,0.9483870967741935,294,16,39,138,0.9047202478585749,49,77.55%,77.16%,0.7317073170731707,0.75,0.7931034482758621,23,6,5,15,0.796551724137931,87.69%,85.59%,0.8225806451612904,0.7766497461928934,0.9351032448377581,317,22,44,153,0.8967701361124839,591,88.83%,87.15%,0.8443396226415094,0.8026905829596412,0.9402173913043478,346,22,44,179,0.8875633651783974,robust_prob,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8124293785310734, ""threshold"": 0.29998577189224074, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}, {""fold_id"": 2, ""base_threshold"": 0.57, ""base_selection_score"": 0.7991107057348079, ""threshold"": 0.2774462838725069, ""train_accept_n"": 400, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.5549999999999999, ""base_selection_score"": 0.8168395849960095, ""threshold"": 0.29844571275242043, ""train_accept_n"": 403, ""train_accept_acc"": 0.9007444168734491}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.8042127465511344, ""threshold"": 0.3983563192638252, ""train_accept_n"": 382, ""train_accept_acc"": 0.900523560209424}, {""fold_id"": 5, ""base_threshold"": 0.4749999999999999, ""base_selection_score"": 0.7943248904970481, ""threshold"": 0.3757659195256887, ""train_accept_n"": 382, ""train_accept_acc"": 0.900523560209424}]",,
